0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,label
-670.1954345703125,65.06385040283203,0.8889545798301697,14.715978622436523,9.182165145874023,0.6605749130249023,-3.8468360900878906,-3.583946466445923,-12.959006309509277,-3.300132989883423,0.9107794761657715,-3.5970358848571777,2.376274585723877,-4.388941287994385,0.5450802445411682,0.891851544380188,-4.8025898933410645,-2.1054139137268066,-1.6059691905975342,-1.0523903369903564,-7.0672807693481445,-0.6230611205101013,-2.728029251098633,-5.307361125946045,-1.9691168069839478,-0.9461528658866882,-5.721110820770264,0.3329910933971405,-2.5438454151153564,0.18220850825309753,-2.351097822189331,-2.5047271251678467,-3.1515073776245117,-2.190899133682251,-3.801759719848633,-1.8130877017974854,-1.2612223625183105,-2.144954204559326,-4.1521735191345215,-1.7796154022216797,0.6257349252700806,0.5941299200057983,0.5209730267524719,0.5153607726097107,0.5284460783004761,0.5051754117012024,0.5478906035423279,0.6119738221168518,0.6394268274307251,0.6057212352752686,0.6004768013954163,0.5515624284744263,0.3501097623966942,3175.6755294419518,neutral
-660.2303466796875,63.3258171081543,-2.6304571628570557,17.983354568481445,9.40770435333252,-0.9814980030059814,-2.324697256088257,-6.848031520843506,-14.13366985321045,-2.2003321647644043,0.4857543706893921,-3.589714765548706,0.7036759853363037,-4.296376705169678,-0.5792636871337891,0.16835203766822815,-5.556929588317871,-1.3754359483718872,-2.4312055110931396,0.3996349573135376,-6.519147872924805,-1.1592472791671753,-2.423797845840454,-5.653184413909912,-0.8786643147468567,-2.0320818424224854,-5.721380233764648,1.3004271984100342,-2.8386805057525635,0.058384887874126434,-1.7864136695861816,-3.1133716106414795,-2.5567517280578613,-2.935112476348877,-3.6549623012542725,-0.9880481362342834,-1.4998255968093872,-3.6171252727508545,-3.7516934871673584,-2.7309138774871826,0.5790991187095642,0.5520729422569275,0.48925018310546875,0.4799935221672058,0.5296878814697266,0.47419223189353943,0.5110676884651184,0.553557276725769,0.6041527390480042,0.5898935794830322,0.5873706340789795,0.5532594919204712,0.3310665967987805,3036.6528405860213,neutral
-661.9644775390625,66.65586853027344,-0.9321581721305847,14.899042129516602,5.324702739715576,0.47434261441230774,-3.346651315689087,-7.102524757385254,-12.87340259552002,-5.08837890625,0.0013452608836814761,-3.9642319679260254,1.5700024366378784,-4.519394874572754,-2.7574665546417236,0.7277307510375977,-6.12537956237793,-3.9633679389953613,-0.18352371454238892,-0.12927581369876862,-6.4628143310546875,-1.3566460609436035,-2.451897621154785,-4.021230697631836,-1.652341604232788,-0.5191880464553833,-5.061178207397461,-0.47720959782600403,-2.663909435272217,-0.4519191086292267,-2.2644927501678467,-2.6436502933502197,-2.9371674060821533,-2.3616480827331543,-3.345104455947876,-2.4260594844818115,-1.4600125551223755,-3.2813096046447754,-4.208613872528076,-2.726205348968506,0.6253464221954346,0.573267936706543,0.5702360272407532,0.5782061219215393,0.5051393508911133,0.47889870405197144,0.5369167327880859,0.5989720225334167,0.612497091293335,0.5174652934074402,0.5053873658180237,0.5778411626815796,0.3577392578125,3027.3032047767015,neutral
-657.7223510742188,65.03518676757812,3.148671865463257,15.666511535644531,7.582657337188721,2.628087043762207,-1.8500686883926392,-7.4775776863098145,-11.976264953613281,-4.458463191986084,0.4743817150592804,-2.4187021255493164,0.2018810659646988,-4.021397590637207,-2.424710988998413,1.2347198724746704,-5.734745025634766,-2.675138235092163,-0.21636836230754852,-0.626783549785614,-5.7387566566467285,-2.335644245147705,-1.8039047718048096,-3.313230514526367,-2.4136569499969482,-1.287895679473877,-5.555034160614014,-0.6311904191970825,-2.7793753147125244,0.68004310131073,-2.918577194213867,-2.849611520767212,-3.5914876461029053,-3.104015588760376,-3.495706558227539,-1.6284109354019165,-1.3048783540725708,-3.0327937602996826,-3.973963975906372,-3.8617796897888184,0.6324295997619629,0.5839923620223999,0.530821681022644,0.527842104434967,0.5520413517951965,0.5535295605659485,0.5312327742576599,0.588103711605072,0.5883211493492126,0.546226441860199,0.5734460353851318,0.5809370875358582,0.33942764945652176,3000.1127843990166,neutral
-694.5797119140625,72.53172302246094,3.104562759399414,17.112119674682617,9.077339172363281,1.8362574577331543,-4.146085739135742,-4.797150135040283,-11.764123916625977,-5.925480365753174,0.9203605055809021,-3.9493069648742676,0.513498842716217,-4.053603649139404,-0.6203251481056213,1.7735201120376587,-6.541518688201904,-0.9221458435058594,-1.4762516021728516,-1.9375759363174438,-5.562552452087402,-1.546683669090271,-3.270127058029175,-5.089290618896484,-2.0948455333709717,-1.4452749490737915,-5.671080112457275,1.5286290645599365,-3.601095676422119,0.5721107125282288,-2.5071303844451904,-1.4058729410171509,-2.2903456687927246,-2.879143238067627,-2.0690927505493164,-0.5444636344909668,-2.073817014694214,-2.080610752105713,-4.573941707611084,-3.246941089630127,0.46033206582069397,0.5033580660820007,0.5440492630004883,0.4967498183250427,0.4867015480995178,0.512557327747345,0.4801972508430481,0.5039138197898865,0.5315923094749451,0.571382462978363,0.6248377561569214,0.5751091241836548,0.3127216045673077,2947.375621337911,calm
-676.0234375,80.26262664794922,2.5032033920288086,13.308866500854492,11.569082260131836,1.1933578252792358,-5.36598539352417,-5.692615032196045,-9.998197555541992,-5.729334831237793,1.9533231258392334,-2.931730031967163,-0.2783358097076416,-4.232110977172852,-2.0333166122436523,1.1834756135940552,-5.9730000495910645,-2.619980812072754,-1.0506545305252075,-1.7569708824157715,-5.5581817626953125,-2.1492958068847656,-3.129878044128418,-5.1158528327941895,-2.582556962966919,-1.6264857053756714,-5.361410617828369,0.3847888112068176,-3.467787981033325,0.3235420286655426,-4.073998928070068,-2.775033712387085,-4.0516676902771,-4.126582145690918,-4.4944891929626465,-1.4400599002838135,-2.5257034301757812,-3.6805167198181152,-5.15453577041626,-4.825570106506348,0.4991486668586731,0.5259107947349548,0.5097925662994385,0.6053196787834167,0.5828088521957397,0.5242733955383301,0.5662440657615662,0.6093341112136841,0.5967257022857666,0.5575917363166809,0.553959310054779,0.5429035425186157,0.2789475661057692,2813.548846596231,calm
-666.6185302734375,75.51371765136719,0.7542206645011902,15.57023811340332,6.638892650604248,3.1286890506744385,-1.8389338254928589,-5.840416431427002,-10.310458183288574,-5.500112056732178,2.0212366580963135,-2.07621169090271,1.4491690397262573,-5.4239277839660645,1.5644328594207764,-0.050360869616270065,-7.464583873748779,-3.1895034313201904,-0.2026797980070114,-2.1165666580200195,-6.964725017547607,-1.7746927738189697,-2.723619222640991,-3.8337159156799316,-2.77186918258667,-1.2965734004974365,-6.349637985229492,0.9910259246826172,-4.507697105407715,-0.20283153653144836,-3.7652103900909424,-2.019078254699707,-2.99410343170166,-3.660863161087036,-4.882985591888428,-2.3269710540771484,-2.52565598487854,-2.6970362663269043,-5.524480819702148,-3.4006550312042236,0.49122390151023865,0.5166630744934082,0.5253331065177917,0.5504213571548462,0.5287395715713501,0.49878862500190735,0.47999078035354614,0.5289148092269897,0.5430261492729187,0.5409363508224487,0.5452244877815247,0.5435961484909058,0.3287747896634615,2968.4877059906316,calm
-667.1171264648438,79.26518249511719,0.21456456184387207,14.969449996948242,8.73884391784668,1.614774227142334,-1.5327645540237427,-7.318047523498535,-9.807106018066406,-5.784626007080078,0.626625657081604,-2.450075626373291,1.2911064624786377,-4.7250261306762695,0.2591518759727478,0.9932464957237244,-6.755945205688477,-2.5282089710235596,-0.9139521718025208,-1.5174524784088135,-7.6917266845703125,-1.953815221786499,-2.9422507286071777,-2.597900390625,-3.1743998527526855,-0.9015693068504333,-5.173778533935547,0.1521434485912323,-4.56428337097168,-0.10875296592712402,-4.197776794433594,-2.1417789459228516,-2.6588339805603027,-3.096151828765869,-4.124150276184082,-2.1030490398406982,-1.4097145795822144,-2.7554287910461426,-4.043262958526611,-3.9080097675323486,0.5002536773681641,0.5200862884521484,0.5092200636863708,0.4968912899494171,0.47407060861587524,0.4762423634529114,0.5392001867294312,0.5573723316192627,0.5954640507698059,0.5647482872009277,0.563372015953064,0.47818222641944885,0.34290313720703125,2893.719444217695,calm
-687.3937377929688,86.30303192138672,4.9101667404174805,16.588546752929688,11.206295013427734,2.0070602893829346,-4.878830909729004,-3.813344717025757,-7.948537826538086,-5.7055463790893555,2.2010860443115234,-0.16574496030807495,-0.3443661034107208,-4.777061939239502,0.16891829669475555,0.49595406651496887,-2.45869517326355,-3.2821569442749023,-0.5189234614372253,1.2123775482177734,-8.704742431640625,-0.0055115921422839165,-3.342468500137329,-4.88325309753418,-2.3363046646118164,-1.0039863586425781,-4.046401023864746,1.1709553003311157,-3.9957613945007324,0.20260535180568695,-4.313591003417969,-3.552966356277466,-4.675296783447266,-2.6140010356903076,-6.578097343444824,0.5700445175170898,-3.575355052947998,-3.031050682067871,-5.966482162475586,-3.976594924926758,0.4530279040336609,0.4979708194732666,0.5282743573188782,0.5300182104110718,0.557374119758606,0.5824916958808899,0.5925446152687073,0.6717393398284912,0.6025077700614929,0.4869306683540344,0.5037484765052795,0.5328062176704407,0.2549015925480769,2738.4789676915166,calm
-632.4493408203125,89.40560150146484,-0.7624837756156921,15.570318222045898,9.038040161132812,0.5364824533462524,-6.240004062652588,-8.146270751953125,-10.773650169372559,-6.5939764976501465,3.4899039268493652,-2.0718486309051514,-1.5570124387741089,-6.2938642501831055,-0.2593998610973358,-1.2985005378723145,-5.469111919403076,-3.056781053543091,-1.1076867580413818,-0.4479738771915436,-8.64246940612793,0.0585782565176487,-2.918597936630249,-4.896618843078613,-3.22867751121521,-2.0899033546447754,-6.126999855041504,0.17608721554279327,-3.6520659923553467,-0.9486786127090454,-5.332226753234863,-3.2980518341064453,-5.71232795715332,-3.8766250610351562,-7.052361011505127,-1.5666847229003906,-2.775460958480835,-3.027172803878784,-5.990307807922363,-4.581634044647217,0.45913881063461304,0.4772166907787323,0.441293865442276,0.4994550347328186,0.5048714280128479,0.48816609382629395,0.5096192955970764,0.5796390771865845,0.5632784962654114,0.490923672914505,0.4494858682155609,0.4486362934112549,0.24630784254807692,2560.4565333539026,calm
