mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,zcr,centroid,rmse,label
-697.7926025390625,54.89004135131836,0.6634655594825745,12.435786247253418,7.733951568603516,0.5307503938674927,-3.2166309356689453,-3.1593942642211914,-10.977551460266113,-2.8487110137939453,0.8152974843978882,-3.03706693649292,1.955446720123291,-3.7356679439544678,0.4377003312110901,0.7823566794395447,-4.0714287757873535,-1.860776424407959,-1.3236899375915527,-0.9204633235931396,-5.947610378265381,-0.5054382085800171,-2.3373913764953613,-4.52277946472168,-1.679722547531128,-0.8193208575248718,-4.858482837677002,0.25533607602119446,-2.1487040519714355,0.14505521953105927,-2.0357561111450195,-2.119633913040161,-2.7125890254974365,-1.8361270427703857,-3.2048051357269287,-1.5453685522079468,-1.0909370183944702,-1.7701064348220825,-3.5011322498321533,-1.5380874872207642,0.655044674873352,0.6107409596443176,0.568578839302063,0.5723113417625427,0.5553722977638245,0.5292927622795105,0.5870646834373474,0.638355016708374,0.6429176926612854,0.6064223051071167,0.6101092100143433,0.604038655757904,0.3727122486888112,3470.937689269014,0.0022560888901352882,neutral
-692.8557739257812,55.36389923095703,-1.5483194589614868,16.038305282592773,8.81881046295166,-0.1465863436460495,-1.3733917474746704,-5.293179512023926,-11.623183250427246,-1.3482837677001953,0.8437145948410034,-2.6412782669067383,1.0172498226165771,-3.2715344429016113,-0.12507741153240204,0.41549575328826904,-4.512701034545898,-0.9811602830886841,-1.9375046491622925,0.5396793484687805,-5.46121883392334,-0.8736730217933655,-2.000094413757324,-4.716794967651367,-0.6370717287063599,-1.6493349075317383,-4.8043317794799805,1.2920087575912476,-2.3068978786468506,0.16486626863479614,-1.4563134908676147,-2.6772985458374023,-2.143264055252075,-2.4610776901245117,-3.0190277099609375,-0.8048604130744934,-1.2902694940567017,-3.086972236633301,-3.2097480297088623,-2.307159423828125,0.598462700843811,0.6235728859901428,0.5869404077529907,0.5343608260154724,0.5340769290924072,0.5540822744369507,0.49524450302124023,0.5469142198562622,0.582027792930603,0.630377471446991,0.6280251741409302,0.6219303607940674,0.3805508083767361,3264.8353497149083,0.0024186158552765846,neutral
-691.587890625,58.024662017822266,0.15946456789970398,13.624650001525879,5.374112129211426,1.1623361110687256,-2.0833592414855957,-5.382585525512695,-10.332823753356934,-3.6620802879333496,0.5606006979942322,-2.8382253646850586,1.8347854614257812,-3.4295058250427246,-2.0089592933654785,0.8973520994186401,-4.956616401672363,-3.092806339263916,0.08493799716234207,0.08255074918270111,-5.342685222625732,-1.0300520658493042,-1.951691746711731,-3.351325035095215,-1.30885648727417,-0.32409533858299255,-4.176976680755615,-0.3092852830886841,-2.181851625442505,-0.292725145816803,-1.807127833366394,-2.1343441009521484,-2.3950417041778564,-1.9029368162155151,-2.7644312381744385,-1.979177474975586,-1.1045033931732178,-2.72953724861145,-3.508906126022339,-2.2463746070861816,0.6356850266456604,0.6447057723999023,0.5812129974365234,0.5954986214637756,0.5853207111358643,0.5324217081069946,0.5213796496391296,0.5799567699432373,0.6394368410110474,0.640014111995697,0.5635221004486084,0.5635116100311279,0.39912317154255317,3233.896122555188,0.002809294033795595,neutral
-685.10546875,55.87942123413086,2.783262252807617,13.252022743225098,6.989667892456055,2.981274127960205,-1.5860289335250854,-6.961660861968994,-10.348488807678223,-3.270768404006958,1.1761656999588013,-1.498655915260315,0.5515502095222473,-2.7526164054870605,-1.1690222024917603,1.8486958742141724,-4.3786396980285645,-2.0187880992889404,-0.10291697084903717,-0.6109349727630615,-4.8114752769470215,-1.86506187915802,-1.3410415649414062,-2.669400691986084,-2.077643871307373,-0.9822337627410889,-4.182708263397217,-0.024767214432358742,-2.183710813522339,0.4815904498100281,-2.4396860599517822,-2.166374683380127,-2.881300687789917,-2.7699050903320312,-3.236377239227295,-1.4572068452835083,-0.9531059265136719,-2.4500818252563477,-3.419579267501831,-3.3672447204589844,0.6236438751220703,0.5764287710189819,0.5180519223213196,0.5232118368148804,0.5916835069656372,0.5902673602104187,0.5360368490219116,0.5876880288124084,0.6098043918609619,0.5587802529335022,0.5664955377578735,0.5914734601974487,0.39692988708941607,3114.6553065723137,0.0026172653306275606,neutral
-727.1043701171875,62.35503387451172,3.121181011199951,15.06467056274414,8.132433891296387,1.927083969116211,-3.274656295776367,-3.761791706085205,-9.750298500061035,-4.853836536407471,0.9963153600692749,-3.116069793701172,0.5463206171989441,-3.2890217304229736,-0.41249603033065796,1.5854980945587158,-5.465041637420654,-0.7176832556724548,-1.198566198348999,-1.5290676355361938,-4.658289909362793,-1.3028666973114014,-2.7385921478271484,-4.288325309753418,-1.7293986082077026,-1.1769473552703857,-4.824195861816406,1.367059588432312,-3.066009283065796,0.5510067343711853,-2.091125011444092,-1.200895071029663,-1.9106003046035767,-2.423684597015381,-1.7693836688995361,-0.41855645179748535,-1.7917829751968384,-1.7210654020309448,-3.8579277992248535,-2.7115368843078613,0.5150245428085327,0.5645784139633179,0.5858783721923828,0.554035484790802,0.5314376950263977,0.5373436212539673,0.5012460350990295,0.5534421801567078,0.5747160911560059,0.6175553202629089,0.6530019640922546,0.5507599115371704,0.3569846558415033,3226.498012284478,0.0016532314475625753,calm
-707.3582153320312,66.73645782470703,2.253488540649414,11.169916152954102,9.742079734802246,1.0580915212631226,-4.426185607910156,-4.683614730834961,-8.313273429870605,-4.813666820526123,1.7525571584701538,-2.376542091369629,-0.20691964030265808,-3.468696117401123,-1.5752851963043213,1.1110422611236572,-4.91005277633667,-2.1599278450012207,-0.792093813419342,-1.4160711765289307,-4.605169773101807,-1.7617528438568115,-2.5678155422210693,-4.261956214904785,-2.12427020072937,-1.3611801862716675,-4.422168731689453,0.30173638463020325,-2.8640975952148438,0.21939566731452942,-3.37558913230896,-2.3204240798950195,-3.391059398651123,-3.419351100921631,-3.7625536918640137,-1.2389066219329834,-2.1158080101013184,-3.0562005043029785,-4.286404609680176,-4.068604469299316,0.5861095190048218,0.5739955306053162,0.612643837928772,0.6442676186561584,0.5618523359298706,0.5712456107139587,0.620261549949646,0.6233335733413696,0.6001915335655212,0.5804579854011536,0.5959899425506592,0.5595584511756897,0.3222969250801282,3167.7904208153186,0.0017521110130473971,calm
-697.1661376953125,65.10820007324219,0.9303677678108215,13.633626937866211,5.959596157073975,2.8950700759887695,-1.3418185710906982,-4.775753498077393,-8.671516418457031,-4.5529985427856445,1.970604658126831,-1.6276460886001587,1.4267263412475586,-4.512681007385254,1.4856337308883667,0.12033364176750183,-6.286185264587402,-2.644151449203491,-0.07365508377552032,-1.7246209383010864,-5.888148784637451,-1.4929606914520264,-2.2940514087677,-3.251075506210327,-2.3311150074005127,-1.049936056137085,-5.421697616577148,0.898910403251648,-3.833096742630005,-0.11006108671426773,-3.1405460834503174,-1.752597689628601,-2.550713300704956,-3.115220308303833,-4.218177318572998,-2.030451536178589,-2.1678354740142822,-2.3133811950683594,-4.758384704589844,-2.8727636337280273,0.5424403548240662,0.5693346261978149,0.5741543173789978,0.5863381624221802,0.5717354416847229,0.5408276915550232,0.5203948616981506,0.5651052594184875,0.578957736492157,0.5792606472969055,0.5945230722427368,0.5819090604782104,0.3653928238824503,3240.7360101619192,0.002621136838570237,calm
-698.6376953125,68.6985855102539,1.1003665924072266,13.685943603515625,8.338751792907715,2.0671212673187256,-0.6167905926704407,-5.732325077056885,-7.861323356628418,-4.411918640136719,1.0114723443984985,-1.7058651447296143,1.5934340953826904,-3.599212646484375,0.6062446236610413,1.179876446723938,-5.454557418823242,-1.8621152639389038,-0.45047110319137573,-1.0337070226669312,-6.331613540649414,-1.5091118812561035,-2.3525428771972656,-2.054511308670044,-2.564659833908081,-0.6289652585983276,-4.346093654632568,0.17338058352470398,-3.8308544158935547,0.06484811753034592,-3.471005916595459,-1.7393603324890137,-2.234445571899414,-2.612774610519409,-3.49924635887146,-1.7921940088272095,-1.2107462882995605,-2.3667261600494385,-3.489471435546875,-3.3519742488861084,0.5277181267738342,0.5420325994491577,0.5665836334228516,0.556832492351532,0.5307764410972595,0.5167055726051331,0.5171041488647461,0.5691885948181152,0.5940470099449158,0.6205874681472778,0.6032233238220215,0.6073698997497559,0.3942513020833333,3093.2787661177517,0.002669930923730135,calm
-734.1256103515625,70.53291320800781,4.225180149078369,13.866500854492188,9.276524543762207,1.8420301675796509,-3.7091064453125,-2.884507656097412,-6.332503318786621,-4.483915328979492,2.006491184234619,-0.02967524528503418,-0.1785907745361328,-3.7752525806427,0.1477886438369751,0.4342368245124817,-1.8853137493133545,-2.588742256164551,-0.4004148542881012,1.0377576351165771,-7.027880668640137,0.0038510323502123356,-2.683006525039673,-3.9310715198516846,-1.920254111289978,-0.7779222726821899,-3.2663581371307373,1.0042130947113037,-3.2461142539978027,0.18153052031993866,-3.531463623046875,-2.8758769035339355,-3.821502208709717,-2.091336488723755,-5.326285362243652,0.48854416608810425,-2.897376537322998,-2.4300012588500977,-4.847337245941162,-3.1961991786956787,0.5201423168182373,0.5734182596206665,0.5899195075035095,0.6024056673049927,0.6096544861793518,0.6122040748596191,0.6290496587753296,0.6847226023674011,0.5989370942115784,0.5249271392822266,0.5634630918502808,0.5661339163780212,0.3,3168.72899630288,0.0015008143382146955,calm
-697.8223266601562,67.33959197998047,-0.44955143332481384,11.88434886932373,6.899115085601807,0.5723889470100403,-4.5503764152526855,-6.025094032287598,-7.934865951538086,-4.872441291809082,2.6747522354125977,-1.4644695520401,-1.1086312532424927,-4.680309295654297,-0.10664460062980652,-0.8741236329078674,-4.0234246253967285,-2.2233967781066895,-0.757164478302002,-0.25101372599601746,-6.40239953994751,0.11486975103616714,-2.1894187927246094,-3.664038896560669,-2.400217056274414,-1.5357816219329834,-4.592123508453369,0.12194187194108963,-2.7362070083618164,-0.6531602144241333,-3.987208843231201,-2.440516710281372,-4.265291690826416,-2.877009153366089,-5.2783966064453125,-1.1333705186843872,-2.130387544631958,-2.251479148864746,-4.458340644836426,-3.4148383140563965,0.5599574446678162,0.5563214421272278,0.5331116914749146,0.5993242859840393,0.560610294342041,0.5483916401863098,0.5763972997665405,0.6326717734336853,0.6049469709396362,0.5495414137840271,0.5378871560096741,0.530646800994873,0.3299144237716763,3137.063224833596,0.0016126233385875821,calm
